rec_unit,time,tx_surv,rem_surv
Newcastle,0,1,1
Newcastle,0,0.991857148,0.999011723
Newcastle,1,0.985706724,0.998014893
Newcastle,2,0.981592826,0.996001583
Newcastle,4,0.977462383,0.994980596
Newcastle,6,0.975388285,0.993933302
Newcastle,7,0.973304926,0.993933302
Newcastle,8,0.971221919,0.993933302
Newcastle,10,0.967056291,0.993933302
Newcastle,11,0.964966001,0.993933302
Newcastle,12,0.962876509,0.993933302
Newcastle,13,0.960787985,0.993933302
Newcastle,15,0.958700231,0.993933302
Newcastle,16,0.956614979,0.993933302
Newcastle,17,0.954531177,0.993933302
Newcastle,18,0.948281278,0.993933302
Newcastle,21,0.948281278,0.992858609
Newcastle,22,0.946191733,0.991783202
Newcastle,24,0.939928665,0.99070085
Newcastle,25,0.937830755,0.989612012
Newcastle,28,0.937830755,0.988520208
Newcastle,30,0.933621353,0.987426262
Newcastle,31,0.92940697,0.986324967
Newcastle,32,0.92940697,0.985218722
Newcastle,33,0.927287667,0.985218722
Newcastle,34,0.925166209,0.985218722
Newcastle,35,0.920921787,0.985218722
Newcastle,36,0.916673822,0.985218722
Newcastle,38,0.916673822,0.984092514
Newcastle,39,0.914546178,0.984092514
Newcastle,40,0.912416617,0.982965072
Newcastle,41,0.910278024,0.981819177
Newcastle,42,0.906000745,0.981819177
Newcastle,45,0.90386285,0.98066757
Newcastle,47,0.901719924,0.979511914
Newcastle,48,0.897436557,0.979511914
Newcastle,49,0.893152422,0.979511914
Newcastle,50,0.893152422,0.977173887
Newcastle,51,0.89100011,0.975999652
Newcastle,53,0.886688772,0.974820069
Newcastle,54,0.882371373,0.97363267
Newcastle,57,0.875885304,0.97363267
Newcastle,58,0.875885304,0.9724304
Newcastle,59,0.871553713,0.971226512
Newcastle,60,0.867217724,0.971226512
Newcastle,61,0.865040677,0.971226512
Newcastle,62,0.862860633,0.971226512
Newcastle,64,0.862860633,0.967579954
Newcastle,65,0.860675494,0.967579954
Newcastle,67,0.858487964,0.967579954
Newcastle,68,0.856303307,0.967579954
Newcastle,69,0.854121876,0.967579954
Newcastle,70,0.849770579,0.967579954
Newcastle,71,0.847593032,0.967579954
Newcastle,72,0.845416408,0.967579954
Newcastle,74,0.841070088,0.967579954
Newcastle,75,0.83889911,0.967579954
Newcastle,77,0.836724878,0.967579954
Newcastle,78,0.830224196,0.966320168
Newcastle,79,0.828050279,0.965054453
Newcastle,80,0.825872441,0.963787739
Newcastle,81,0.819338856,0.962513168
Newcastle,83,0.819338856,0.959940677
Newcastle,84,0.819338856,0.958645283
Newcastle,86,0.817142635,0.958645283
Newcastle,87,0.817142635,0.95734878
Newcastle,88,0.814933743,0.953462559
Newcastle,89,0.812714202,0.953462559
Newcastle,90,0.812714202,0.952149168
Newcastle,91,0.806071738,0.952149168
Newcastle,92,0.806071738,0.9495103
Newcastle,93,0.806071738,0.94818546
Newcastle,94,0.80160952,0.946852549
Newcastle,95,0.799375855,0.946852549
Newcastle,96,0.799375855,0.945507717
Newcastle,97,0.794913593,0.945507717
Newcastle,98,0.792677299,0.945507717
Newcastle,100,0.790439858,0.945507717
Newcastle,101,0.783754569,0.944144824
Newcastle,102,0.77929941,0.944144824
Newcastle,103,0.77929941,0.94138827
Newcastle,104,0.777058735,0.94138827
Newcastle,105,0.777058735,0.939995809
Newcastle,106,0.774818169,0.939995809
Newcastle,107,0.76589954,0.938590208
Newcastle,108,0.761403431,0.937162067
Newcastle,109,0.75913638,0.937162067
Newcastle,111,0.754591545,0.937162067
Newcastle,112,0.750027325,0.937162067
Newcastle,113,0.747735616,0.937162067
Newcastle,114,0.745440336,0.935705418
Newcastle,116,0.743136738,0.935705418
Newcastle,118,0.740831835,0.935705418
Newcastle,119,0.738529653,0.935705418
Newcastle,120,0.736227611,0.935705418
Newcastle,121,0.733918076,0.935705418
Newcastle,122,0.729303177,0.934215018
Newcastle,123,0.726978668,0.934215018
Newcastle,125,0.72233135,0.934215018
Newcastle,127,0.719998783,0.934215018
Newcastle,128,0.717668973,0.932703991
Newcastle,132,0.715334529,0.931187409
Newcastle,134,0.712987902,0.931187409
Newcastle,135,0.708299819,0.931187409
Newcastle,137,0.705952791,0.931187409
Newcastle,139,0.703606806,0.931187409
Newcastle,140,0.701263848,0.931187409
Newcastle,144,0.698923521,0.929626401
Newcastle,145,0.694235675,0.928046065
Newcastle,147,0.687178887,0.928046065
Newcastle,148,0.687178887,0.924832559
Newcastle,150,0.684801676,0.924832559
Newcastle,153,0.680049331,0.924832559
Newcastle,154,0.680049331,0.923207198
Newcastle,155,0.677669282,0.923207198
Newcastle,156,0.672912297,0.923207198
Newcastle,159,0.670536613,0.923207198
Newcastle,162,0.66578555,0.921555379
Newcastle,164,0.663412316,0.919893635
Newcastle,165,0.658669124,0.919893635
Newcastle,166,0.656303026,0.918209215
Newcastle,168,0.649219877,0.918209215
Newcastle,169,0.64686191,0.916502776
Newcastle,170,0.64449808,0.916502776
Newcastle,171,0.642138226,0.916502776
Newcastle,172,0.642138226,0.91477422
Newcastle,173,0.639770044,0.91477422
Newcastle,174,0.639770044,0.909567054
Newcastle,175,0.632638852,0.909567054
Newcastle,176,0.630260019,0.907785859
Newcastle,177,0.630260019,0.905996985
Newcastle,178,0.627875606,0.905996985
Newcastle,180,0.625487998,0.905996985
Newcastle,182,0.623099586,0.905996985
Newcastle,183,0.623099586,0.904190607
Newcastle,184,0.620700298,0.904190607
Newcastle,187,0.615916309,0.902368926
Newcastle,189,0.613521445,0.902368926
Newcastle,192,0.611123536,0.902368926
Newcastle,195,0.608728312,0.902368926
Newcastle,198,0.60394653,0.900498272
Newcastle,200,0.601550989,0.900498272
Newcastle,201,0.596771658,0.900498272
Newcastle,203,0.596771658,0.89860016
Newcastle,204,0.596771658,0.896702738
Newcastle,205,0.596771658,0.894806077
Newcastle,206,0.594351722,0.892900001
Newcastle,208,0.591924182,0.892900001
Newcastle,212,0.587083975,0.892900001
Newcastle,217,0.584670692,0.892900001
Newcastle,218,0.582254901,0.892900001
Newcastle,221,0.579842444,0.892900001
Newcastle,223,0.577430545,0.892900001
Newcastle,224,0.575015871,0.890954752
Newcastle,225,0.575015871,0.889003528
Newcastle,226,0.575015871,0.887052733
Newcastle,227,0.57258651,0.887052733
Newcastle,229,0.57015041,0.885097852
Newcastle,230,0.565270191,0.881183174
Newcastle,231,0.562807624,0.881183174
Newcastle,232,0.560337748,0.881183174
Newcastle,233,0.555400364,0.881183174
Newcastle,234,0.552920884,0.881183174
Newcastle,235,0.55043708,0.881183174
Newcastle,236,0.547956662,0.881183174
Newcastle,238,0.547956662,0.879145212
Newcastle,239,0.545464434,0.877103572
Newcastle,240,0.545464434,0.875057511
Newcastle,242,0.54296046,0.875057511
Newcastle,243,0.540452654,0.875057511
Newcastle,247,0.537948508,0.875057511
Newcastle,248,0.537948508,0.872950839
Newcastle,250,0.537948508,0.870843743
Newcastle,252,0.535435569,0.870843743
Newcastle,255,0.5329197,0.870843743
Newcastle,256,0.530402427,0.870843743
Newcastle,257,0.527886393,0.870843743
Newcastle,258,0.525371691,0.870843743
Newcastle,260,0.522854779,0.868709923
Newcastle,261,0.520325942,0.868709923
Newcastle,264,0.520325942,0.866561087
Newcastle,265,0.515255484,0.866561087
Newcastle,266,0.512726596,0.864393837
Newcastle,268,0.512726596,0.862209991
Newcastle,270,0.510177156,0.862209991
Newcastle,277,0.510177156,0.85782387
Newcastle,278,0.510177156,0.855605586
Newcastle,280,0.505053012,0.855605586
Newcastle,281,0.499914626,0.855605586
Newcastle,282,0.497332513,0.853335445
Newcastle,283,0.494745024,0.853335445
Newcastle,285,0.492155422,0.851037483
Newcastle,293,0.48956495,0.851037483
Newcastle,296,0.48956495,0.848713998
Newcastle,300,0.484386853,0.848713998
Newcastle,301,0.481806164,0.848713998
Newcastle,303,0.479229168,0.848713998
Newcastle,305,0.479229168,0.846344031
Newcastle,306,0.479229168,0.843977815
Newcastle,307,0.474044085,0.843977815
Newcastle,308,0.4714536,0.84158619
Newcastle,310,0.468847286,0.84158619
Newcastle,311,0.466241347,0.84158619
Newcastle,314,0.463640315,0.84158619
Newcastle,315,0.463640315,0.839138052
Newcastle,322,0.461022715,0.836687345
Newcastle,323,0.458397495,0.836687345
Newcastle,325,0.455778999,0.836687345
Newcastle,326,0.453170351,0.836687345
Newcastle,330,0.453170351,0.834161793
Newcastle,343,0.44795526,0.829094762
Newcastle,345,0.445323462,0.829094762
Newcastle,346,0.442699629,0.829094762
Newcastle,360,0.440071026,0.829094762
Newcastle,362,0.43742918,0.82647698
Newcastle,363,0.43477619,0.82647698
Newcastle,366,0.43211644,0.82647698
Newcastle,367,0.429452534,0.82647698
Newcastle,369,0.429452534,0.823806193
Newcastle,370,0.42677844,0.823806193
Newcastle,373,0.42677844,0.821125739
Newcastle,377,0.424106753,0.821125739
Newcastle,384,0.421436545,0.818405596
Newcastle,385,0.418750631,0.818405596
Newcastle,387,0.418750631,0.815652078
Newcastle,388,0.416060292,0.815652078
Newcastle,390,0.41337495,0.815652078
Newcastle,391,0.41337495,0.812862818
Newcastle,392,0.41069066,0.812862818
Newcastle,394,0.408007224,0.812862818
Newcastle,395,0.405324734,0.812862818
Newcastle,401,0.402652999,0.812862818
Newcastle,404,0.399983534,0.812862818
Newcastle,406,0.394653964,0.812862818
Newcastle,408,0.391995119,0.809881087
Newcastle,411,0.391995119,0.806866467
Newcastle,413,0.389311487,0.803828975
Newcastle,422,0.386620482,0.803828975
Newcastle,424,0.383897652,0.803828975
Newcastle,431,0.378478352,0.803828975
Newcastle,432,0.378478352,0.800741463
Newcastle,433,0.373041222,0.800741463
Newcastle,434,0.373041222,0.79762313
Newcastle,439,0.373041222,0.794501564
Newcastle,441,0.373041222,0.791376029
Newcastle,447,0.370292433,0.791376029
Newcastle,450,0.367540086,0.791376029
Newcastle,451,0.36479595,0.791376029
Newcastle,452,0.36479595,0.78817302
Newcastle,459,0.362038213,0.78817302
Newcastle,468,0.362038213,0.784930858
Newcastle,470,0.359270569,0.784930858
Newcastle,471,0.356516053,0.784930858
Newcastle,472,0.353769027,0.784930858
Newcastle,473,0.351010464,0.784930858
Newcastle,474,0.345497679,0.784930858
Newcastle,475,0.345497679,0.7815428
Newcastle,481,0.342711732,0.7815428
Newcastle,482,0.339938955,0.7815428
Newcastle,488,0.33717797,0.7815428
Newcastle,494,0.334424519,0.77805811
Newcastle,498,0.331654295,0.77805811
Newcastle,502,0.328896609,0.77450957
Newcastle,503,0.326114602,0.77450957
Newcastle,506,0.326114602,0.77092221
Newcastle,512,0.323314907,0.77092221
Newcastle,513,0.323314907,0.763741808
Newcastle,517,0.320465168,0.763741808
Newcastle,519,0.317626273,0.763741808
Newcastle,525,0.317626273,0.760062879
Newcastle,526,0.314761438,0.756386782
Newcastle,527,0.311860907,0.756386782
Newcastle,531,0.308966241,0.756386782
Newcastle,533,0.306059757,0.756386782
Newcastle,534,0.303160436,0.752602077
Newcastle,541,0.303160436,0.748754177
Newcastle,547,0.300227169,0.748754177
Newcastle,553,0.300227169,0.744861566
Newcastle,558,0.297266409,0.740945147
Newcastle,559,0.294302457,0.740945147
Newcastle,560,0.291305693,0.737002187
Newcastle,566,0.288310973,0.737002187
Newcastle,576,0.282336628,0.737002187
Newcastle,578,0.279314341,0.737002187
Newcastle,579,0.276309845,0.737002187
Newcastle,583,0.273291703,0.737002187
Newcastle,585,0.273291703,0.73287536
Newcastle,586,0.270271023,0.73287536
Newcastle,589,0.267272117,0.73287536
Newcastle,590,0.267272117,0.728640496
Newcastle,591,0.264262816,0.724391467
Newcastle,595,0.261245136,0.724391467
Newcastle,599,0.258238588,0.724391467
Newcastle,600,0.255237937,0.724391467
Newcastle,602,0.255237937,0.719987602
Newcastle,604,0.252210115,0.719987602
Newcastle,606,0.249174595,0.715523401
Newcastle,608,0.243109124,0.715523401
Newcastle,615,0.240083097,0.715523401
Newcastle,616,0.237071689,0.715523401
Newcastle,617,0.237071689,0.710866954
Newcastle,619,0.23405615,0.710866954
Newcastle,627,0.231063396,0.710866954
Newcastle,630,0.228078643,0.710866954
Newcastle,633,0.225104386,0.710866954
Newcastle,637,0.222137206,0.710866954
Newcastle,638,0.219193638,0.710866954
Newcastle,642,0.216271226,0.710866954
Newcastle,645,0.216271226,0.705878338
Newcastle,646,0.213297239,0.705878338
Newcastle,647,0.21034211,0.700876795
Newcastle,651,0.204445567,0.700876795
Newcastle,654,0.201483971,0.700876795
Newcastle,655,0.201483971,0.695635351
Newcastle,665,0.198517503,0.695635351
Newcastle,666,0.198517503,0.690286669
Newcastle,670,0.195542707,0.690286669
Newcastle,672,0.192591907,0.690286669
Newcastle,673,0.189659076,0.690286669
Newcastle,680,0.178272689,0.690286669
Newcastle,682,0.178272689,0.684433712
Newcastle,683,0.175351301,0.672754116
Newcastle,694,0.175351301,0.666617414
Newcastle,699,0.172351262,0.666617414
Newcastle,702,0.169375652,0.666617414
Newcastle,709,0.169375652,0.660305834
Newcastle,721,0.166357138,0.660305834
Newcastle,729,0.166357138,0.653901049
Newcastle,730,0.163346527,0.653901049
Newcastle,734,0.163346527,0.647464987
Newcastle,735,0.160284127,0.647464987
Newcastle,744,0.160284127,0.640913421
Newcastle,762,0.157202346,0.640913421
Newcastle,770,0.157202346,0.634106972
Newcastle,771,0.154080854,0.634106972
Newcastle,778,0.154080854,0.627181958
Newcastle,791,0.154080854,0.62008505
Newcastle,805,0.150818686,0.62008505
Newcastle,809,0.147565588,0.62008505
Newcastle,819,0.144307108,0.62008505
Newcastle,821,0.141054369,0.62008505
Newcastle,826,0.141054369,0.612266758
Newcastle,827,0.137707787,0.612266758
Newcastle,831,0.137707787,0.604233665
Newcastle,845,0.134301517,0.604233665
Newcastle,855,0.130842705,0.595852052
Newcastle,856,0.127355087,0.595852052
Newcastle,864,0.123822677,0.595852052
Newcastle,865,0.123822677,0.586749783
Newcastle,876,0.12016243,0.586749783
Newcastle,879,0.116529546,0.586749783
Newcastle,883,0.112959532,0.586749783
Newcastle,917,0.109449311,0.586749783
Newcastle,919,0.105998643,0.586749783
Newcastle,921,0.102571646,0.586749783
Newcastle,931,0.099181547,0.586749783
Newcastle,934,0.099181547,0.576389888
Newcastle,954,0.099181547,0.565994292
Newcastle,1007,0.099181547,0.554614379
Newcastle,1015,0.099181547,0.543256401
Newcastle,1016,0.095334244,0.543256401
Newcastle,1046,0.091578446,0.543256401
Newcastle,1048,0.087875503,0.543256401
Newcastle,1054,0.084255772,0.543256401
Newcastle,1078,0.080756853,0.543256401
Newcastle,1081,0.080756853,0.529977716
Newcastle,1092,0.080756853,0.516574558
Newcastle,1095,0.080756853,0.516574558
Papworth,0,1,1
Papworth,0,1,0.9987996
Papworth,3,0.990714728,0.9987996
Papworth,4,0.984506735,0.9987996
Papworth,5,0.978296668,0.9987996
Papworth,6,0.972092563,0.9987996
Papworth,7,0.962775902,0.9987996
Papworth,9,0.959649973,0.9987996
Papworth,11,0.950306355,0.9987996
Papworth,12,0.947196337,0.997542868
Papworth,13,0.944077688,0.997542868
Papworth,14,0.937856544,0.996279238
Papworth,15,0.934736068,0.996279238
Papworth,16,0.93161528,0.996279238
Papworth,17,0.916127168,0.99500384
Papworth,18,0.906768947,0.99500384
Papworth,19,0.903644284,0.99500384
Papworth,20,0.900518279,0.99500384
Papworth,21,0.897383579,0.99500384
Papworth,22,0.894251266,0.992374217
Papworth,25,0.891097168,0.991037414
Papworth,26,0.872318454,0.991037414
Papworth,27,0.865977131,0.991037414
Papworth,28,0.859646145,0.991037414
Papworth,30,0.853321575,0.991037414
Papworth,32,0.850149152,0.991037414
Papworth,33,0.843813162,0.991037414
Papworth,34,0.840635383,0.991037414
Papworth,35,0.83745565,0.991037414
Papworth,37,0.827953104,0.991037414
Papworth,39,0.824784911,0.989610824
Papworth,40,0.815272088,0.989610824
Papworth,42,0.81208277,0.986697683
Papworth,43,0.808860506,0.985235598
Papworth,44,0.799211448,0.985235598
Papworth,46,0.786321095,0.985235598
Papworth,48,0.783075696,0.983731655
Papworth,49,0.779816605,0.983731655
Papworth,50,0.776552123,0.9806965
Papworth,51,0.773265705,0.9806965
Papworth,52,0.76669235,0.9806965
Papworth,55,0.756807026,0.979134184
Papworth,56,0.750152893,0.977551413
Papworth,57,0.73678439,0.977551413
Papworth,61,0.733404551,0.975929113
Papworth,62,0.72330928,0.975929113
Papworth,63,0.716484629,0.972603096
Papworth,64,0.713018618,0.972603096
Papworth,65,0.706109647,0.972603096
Papworth,67,0.699173172,0.972603096
Papworth,69,0.699173172,0.97088371
Papworth,70,0.692128826,0.97088371
Papworth,76,0.692128826,0.969140215
Papworth,77,0.688562877,0.969140215
Papworth,78,0.685001,0.969140215
Papworth,79,0.681449204,0.969140215
Papworth,81,0.677889224,0.969140215
Papworth,83,0.670796145,0.969140215
Papworth,86,0.670796145,0.967358816
Papworth,87,0.667189893,0.967358816
Papworth,88,0.663585251,0.967358816
Papworth,89,0.663585251,0.963770611
Papworth,92,0.65994466,0.963770611
Papworth,93,0.652692365,0.963770611
Papworth,94,0.645435312,0.963770611
Papworth,95,0.638171695,0.963770611
Papworth,96,0.634529288,0.963770611
Papworth,98,0.630892481,0.963770611
Papworth,99,0.627246929,0.961861806
Papworth,100,0.623584371,0.959944941
Papworth,101,0.61991768,0.959944941
Papworth,104,0.616253926,0.959944941
Papworth,105,0.612594701,0.959944941
Papworth,106,0.608935707,0.959944941
Papworth,109,0.601650705,0.959944941
Papworth,112,0.597961799,0.959944941
Papworth,114,0.594269358,0.959944941
Papworth,116,0.590590004,0.959944941
Papworth,118,0.57593696,0.959944941
Papworth,120,0.568619244,0.959944941
Papworth,122,0.557723375,0.959944941
Papworth,124,0.554070147,0.959944941
Papworth,126,0.546793514,0.959944941
Papworth,128,0.539508195,0.959944941
Papworth,129,0.535854479,0.959944941
Papworth,130,0.528582861,0.959944941
Papworth,131,0.524928888,0.959944941
Papworth,132,0.524928888,0.957793855
Papworth,133,0.524928888,0.955604541
Papworth,136,0.521258599,0.955604541
Papworth,140,0.517566886,0.955604541
Papworth,143,0.517566886,0.953378267
Papworth,146,0.513850399,0.951138295
Papworth,147,0.513850399,0.948843625
Papworth,149,0.510077826,0.948843625
Papworth,150,0.506300165,0.948843625
Papworth,152,0.502521266,0.948843625
Papworth,154,0.498742953,0.948843625
Papworth,155,0.494962777,0.948843625
Papworth,158,0.494962777,0.946433732
Papworth,159,0.491184066,0.946433732
Papworth,160,0.487410144,0.946433732
Papworth,163,0.483645219,0.946433732
Papworth,165,0.479881289,0.946433732
Papworth,166,0.476099946,0.946433732
Papworth,169,0.472334278,0.946433732
Papworth,174,0.472334278,0.943893257
Papworth,175,0.468556902,0.943893257
Papworth,176,0.464770536,0.943893257
Papworth,178,0.464770536,0.941307746
Papworth,180,0.464770536,0.938704541
Papworth,181,0.460948839,0.938704541
Papworth,182,0.457095684,0.933448781
Papworth,183,0.453210295,0.933448781
Papworth,188,0.449338254,0.933448781
Papworth,190,0.445440772,0.933448781
Papworth,191,0.441543938,0.933448781
Papworth,193,0.437661853,0.933448781
Papworth,194,0.437661853,0.930624696
Papworth,197,0.433783526,0.930624696
Papworth,200,0.422316187,0.930624696
Papworth,201,0.418424073,0.930624696
Papworth,203,0.414542244,0.930624696
Papworth,204,0.414542244,0.927718249
Papworth,205,0.410638595,0.927718249
Papworth,209,0.406729754,0.927718249
Papworth,223,0.406729754,0.924794772
Papworth,224,0.395138331,0.924794772
Papworth,225,0.391227869,0.924794772
Papworth,226,0.383460706,0.924794772
Papworth,227,0.383460706,0.921783106
Papworth,228,0.37953512,0.921783106
Papworth,232,0.375615028,0.918706818
Papworth,233,0.371698625,0.918706818
Papworth,235,0.371698625,0.915552535
Papworth,237,0.367702256,0.912382098
Papworth,239,0.367702256,0.909196086
Papworth,241,0.363694356,0.909196086
Papworth,242,0.359663145,0.909196086
Papworth,244,0.355623772,0.909196086
Papworth,248,0.351574886,0.909196086
Papworth,251,0.347550229,0.905938487
Papworth,254,0.343519854,0.905938487
Papworth,257,0.339521056,0.905938487
Papworth,258,0.335537776,0.902471549
Papworth,259,0.331554347,0.902471549
Papworth,261,0.331554347,0.898926987
Papworth,263,0.327527589,0.898926987
Papworth,266,0.323514802,0.898926987
Papworth,268,0.31948457,0.898926987
Papworth,271,0.31948457,0.895291781
Papworth,273,0.31948457,0.891645386
Papworth,274,0.315338562,0.891645386
Papworth,282,0.311210138,0.891645386
Papworth,286,0.307112067,0.891645386
Papworth,288,0.307112067,0.887931421
Papworth,294,0.298824741,0.884208731
Papworth,295,0.294535977,0.884208731
Papworth,297,0.290278801,0.884208731
Papworth,302,0.290278801,0.880318163
Papworth,304,0.290278801,0.876321862
Papworth,306,0.28596191,0.876321862
Papworth,310,0.28596191,0.872018236
Papworth,319,0.281618374,0.872018236
Papworth,320,0.281618374,0.867524258
Papworth,327,0.27726813,0.867524258
Papworth,330,0.272933158,0.862989689
Papworth,336,0.264150518,0.858272643
Papworth,338,0.25974988,0.853469173
Papworth,342,0.25974988,0.848516302
Papworth,353,0.255153382,0.843528911
Papworth,355,0.255153382,0.838493589
Papworth,361,0.255153382,0.833434496
Papworth,364,0.255153382,0.828338672
Papworth,371,0.250402138,0.828338672
Papworth,383,0.250402138,0.823044355
Papworth,385,0.245643559,0.823044355
Papworth,386,0.240841353,0.823044355
Papworth,390,0.231436973,0.823044355
Papworth,392,0.231436973,0.816912155
Papworth,399,0.231436973,0.810760354
Papworth,400,0.231436973,0.804612353
Papworth,402,0.226476678,0.804612353
Papworth,412,0.221556023,0.804612353
Papworth,413,0.216535776,0.804612353
Papworth,424,0.211510571,0.804612353
Papworth,428,0.206517038,0.804612353
Papworth,444,0.206517038,0.798149335
Papworth,448,0.206517038,0.791521488
Papworth,453,0.201424799,0.791521488
Papworth,456,0.201424799,0.784631014
Papworth,469,0.19633803,0.784631014
Papworth,473,0.191288742,0.784631014
Papworth,477,0.191288742,0.777460223
Papworth,481,0.186262793,0.777460223
Papworth,492,0.186262793,0.770089177
Papworth,497,0.180979488,0.770089177
Papworth,501,0.175774769,0.770089177
Papworth,502,0.16565164,0.770089177
Papworth,514,0.16565164,0.754095295
Papworth,525,0.160033361,0.754095295
Papworth,530,0.154535877,0.754095295
Papworth,541,0.149193293,0.754095295
Papworth,543,0.143913273,0.754095295
Papworth,565,0.138732657,0.754095295
Papworth,586,0.133434011,0.754095295
Papworth,595,0.128209676,0.754095295
Papworth,598,0.123068173,0.744502628
Papworth,607,0.117818092,0.744502628
Papworth,609,0.117818092,0.734279262
Papworth,616,0.112373229,0.734279262
Papworth,620,0.106898719,0.734279262
Papworth,623,0.101468154,0.734279262
Papworth,626,0.091076987,0.734279262
Papworth,645,0.085919447,0.734279262
Papworth,647,0.085919447,0.722063147
Papworth,654,0.080777023,0.722063147
Papworth,664,0.075755456,0.722063147
Papworth,688,0.070936185,0.722063147
Papworth,689,0.066297799,0.708565204
Papworth,692,0.061531413,0.708565204
Papworth,721,0.061531413,0.693676294
Papworth,725,0.061531413,0.664161301
Papworth,747,0.061531413,0.64635553
Papworth,796,0.056039593,0.64635553
Papworth,827,0.050228533,0.64635553
Papworth,832,0.044675848,0.64635553
Papworth,840,0.044675848,0.624817317
Papworth,855,0.03926099,0.624817317
Papworth,899,0.03926099,0.601451088
